iter	MAE
1683	224.6829177
1684	224.6566446
1685	224.6519858
1686	224.6440377
1687	224.6433672
1688	224.643287
1689	224.6384916
1690	224.6384652
1691	224.6384287
1692	224.6383655
1693	224.623902
1694	224.6064682
1695	224.606363
1696	224.5795392
1697	224.5772295
1698	224.5526456
1699	224.5524492
1700	224.5519974
1701	224.5519319
1702	224.5465835
1703	224.5464882
1704	224.5464759
1705	224.5464627
1706	224.5461442
1707	224.5461321
1708	224.5461152
1709	224.5460989
1710	224.5406272
1711	224.5387256
1712	224.527019
1713	224.5183783
1714	224.5183514
1715	224.5182631
1716	224.5182187
1717	224.5178989
1718	224.5178872
1719	224.5176877
1720	224.4836105
1721	224.4820215
1722	224.4633802
1723	224.4633441
1724	224.4528302
1725	224.4515008
1726	224.448291
1727	224.4482205
1728	224.4482044
1729	224.4481755
1730	224.4481633
1731	224.4473954
1732	224.4473628
1733	224.444667
1734	224.4427728
1735	224.4406048
1736	224.4395705
1737	224.4387436
1738	224.4386211
1739	224.4384072
1740	224.4352268
1741	224.4338413
1742	224.3997463
1743	224.3997264
1744	224.3896602
1745	224.3893716
1746	224.3892145
1747	224.3890552
1748	224.3866229
1749	224.3865392
1750	224.3851037
1751	224.3840012
1752	224.3839259
1753	224.3830345
1754	224.3762387
1755	224.3697859
1756	224.3664932
1757	224.3633786
1758	224.3585869
1759	224.3584893
1760	224.3584226
1761	224.3582911
1762	224.3581949
1763	224.3579189
1764	224.3578442
1765	224.3578232
1766	224.357743
1767	224.3576708
1768	224.3575437
1769	224.3575166
1770	224.3574883
1771	224.3526396
1772	224.352482
1773	224.352441
1774	224.3445167
1775	224.3429877
1776	224.3427748
1777	224.3427355
1778	224.3427221
1779	224.3387724
1780	224.3387302
1781	224.3304075
1782	224.3303772
1783	224.3303655
1784	224.3284546
1785	224.3284263
1786	224.3283832
1787	224.328359
1788	224.3267554
1789	224.3062204
1790	224.3057797
1791	224.3057629
1792	224.304499
1793	224.2990491
1794	224.2841597
1795	224.2802368
1796	224.2800937
1797	224.2796939
1798	224.2796628
1799	224.2711869
1800	224.2553523
1801	224.2401996
1802	224.2401439
1803	224.2384245
1804	224.235583
1805	224.2354602
1806	224.2349928
1807	224.2348856
1808	224.2336702
1809	224.2066618
1810	224.2065664
1811	224.2063304
1812	224.2061447
1813	224.1973844
1814	224.1973335
1815	224.1973005
1816	224.1972779
1817	224.1775289
1818	224.1760591
1819	224.1742335
1820	224.1711159
1821	224.171079
1822	224.1567375
1823	224.1567284
1824	224.1465305
1825	224.1464539
1826	224.1463552
1827	224.1399969
1828	224.1380553
1829	224.1379986
1830	224.137932
1831	224.1366959
1832	224.1361615
1833	224.136153
1834	224.1360553
1835	224.1309592
1836	224.126572
1837	224.1230181
1838	224.1214149
1839	224.1213108
1840	224.1048344
1841	224.0896788
1842	224.0857709
1843	224.0856438
1844	224.0837929
1845	224.0810013
1846	224.0809463
1847	224.0808305
1848	224.059656
1849	224.0580147
1850	224.0394347
1851	224.0251433
1852	224.0250634
1853	224.0202281
1854	224.0184259
1855	224.0097812
1856	224.0061139
1857	224.0017987
1858	223.9926607
1859	223.9864082
1860	223.9863239
1861	223.9788016
1862	223.9756321
1863	223.9657945
1864	223.958267
1865	223.9519457
1866	223.9518414
1867	223.9481521
1868	223.9328953
1869	223.9328018
1870	223.9327861
1871	223.9281138
1872	223.9176189
1873	223.9146193
1874	223.9128718
1875	223.9077831
1876	223.9077145
1877	223.9076672
1878	223.9076391
1879	223.8967419
1880	223.8877064
1881	223.8874348
1882	223.8814514
1883	223.8760784
1884	223.8760403
1885	223.8718125
1886	223.8698624
1887	223.8538797
1888	223.8486948
1889	223.8484951
1890	223.8400099
1891	223.8399586
1892	223.8229385
1893	223.809294
1894	223.8057764
1895	223.8056955
1896	223.8024639
1897	223.8024176
1898	223.7954734
1899	223.7777012
1900	223.7776479
1901	223.7751298
1902	223.7691697
1903	223.7656197
1904	223.7655008
1905	223.7653941
1906	223.7651351
1907	223.7634912
1908	223.7491389
1909	223.7483784
1910	223.7416342
1911	223.7365861
1912	223.7222556
1913	223.7222211
1914	223.7138407
1915	223.6920186
1916	223.691951
1917	223.6831584
1918	223.6831245
1919	223.6830023
1920	223.6829193
1921	223.6828635
1922	223.6611855
1923	223.6539112
1924	223.6488549
1925	223.6458635
1926	223.620284
1927	223.6141816
1928	223.6133981
1929	223.6093798
1930	223.5832326
1931	223.5601605
1932	223.5572095
1933	223.5510933
1934	223.5411941
1935	223.5411072
1936	223.5369898
1937	223.5360809
1938	223.534286
1939	223.5342389
1940	223.5342232
1941	223.5342014
1942	223.5341177
1943	223.5341
1944	223.5340564
1945	223.5183551
1946	223.5182483
1947	223.5168812
1948	223.5019034
1949	223.4930658
1950	223.4872881
1951	223.475606
1952	223.4685598
1953	223.4684884
1954	223.467661
1955	223.4632667
1956	223.4551236
1957	223.4371987
1958	223.4364968
1959	223.4354705
1960	223.4302971
1961	223.4287287
1962	223.4252144
1963	223.4231114
1964	223.423062
1965	223.42218
1966	223.4219275
1967	223.3902753
1968	223.3779083
1969	223.3759217
1970	223.3758425
1971	223.3723042
1972	223.3701605
1973	223.365246
1974	223.3634332
1975	223.355522
1976	223.3554727
1977	223.3325235
1978	223.3286277
1979	223.3223747
1980	223.3191135
1981	223.3176318
1982	223.2932063
1983	223.2887243
1984	223.2845146
1985	223.2779384
1986	223.2683779
1987	223.2682761
1988	223.2659533
1989	223.2658628
1990	223.2548295
1991	223.2392011
1992	223.2389093
1993	223.2364551
1994	223.2315977
1995	223.2229635
1996	223.2069952
1997	223.2010039
1998	223.1939831
1999	223.1891986
2000	223.1890449
2001	223.1872324
2002	223.1833487
2003	223.1692583
2004	223.1569078
2005	223.1567667
2006	223.1507371
2007	223.1498817
2008	223.1497206
2009	223.1494928
2010	223.1369626
2011	223.1330838
2012	223.1292622
2013	223.1230103
2014	223.1228426
2015	223.1227167
2016	223.0986383
2017	223.0975182
2018	223.0971449
2019	223.0969215
2020	223.0956259
2021	223.0915972
2022	223.0915012
2023	223.089162
2024	223.0757184
2025	223.0730881
2026	223.062032
2027	223.0618632
2028	223.0594286
2029	223.0557702
2030	223.03473
2031	223.0341914
2032	223.0303983
2033	223.0302949
2034	223.030201
2035	223.0133881
2036	223.0131652
2037	223.0088477
2038	222.9847434
2039	222.9759628
2040	222.9611177
2041	222.9610248
2042	222.9582571
2043	222.9566856
2044	222.9564773
2045	222.9564063
2046	222.9547058
2047	222.9500387
2048	222.9465065
2049	222.9464792
2050	222.945082
2051	222.9436861
2052	222.9421349
2053	222.9294234
2054	222.9130939
2055	222.9127974
2056	222.9127222
2057	222.9076145
2058	222.904554
2059	222.9024599
2060	222.9023843
2061	222.9023216
2062	222.8911148
2063	222.890935
2064	222.8883214
2065	222.888262
2066	222.8882038
2067	222.8880766
2068	222.8880211
2069	222.8762198
2070	222.8761739
2071	222.874718
2072	222.8721977
2073	222.8716231
2074	222.8573546
2075	222.8562049
2076	222.8554052
2077	222.8546961
2078	222.8481339
2079	222.8327611
2080	222.8327255
2081	222.8321515
2082	222.8301024
2083	222.8259325
2084	222.819972
2085	222.8155973
2086	222.81318
2087	222.8098397
2088	222.8073199
2089	222.8072586
2090	222.807014
2091	222.8064032
2092	222.8063473
2093	222.8062953
2094	222.8062255
2095	222.7920841
2096	222.792015
2097	222.7906052
2098	222.7904915
2099	222.7879591
2100	222.7877376
2101	222.7876713
2102	222.7875955
2103	222.7854805
2104	222.7794863
2105	222.779455
2106	222.7793997
2107	222.7792903
2108	222.7731597
2109	222.7730905
2110	222.7688771
2111	222.7687243
2112	222.7557687
2113	222.7490692
2114	222.7490118
2115	222.7483662
2116	222.7464929
2117	222.7464278
2118	222.7463577
2119	222.7351098
2120	222.7350408
2121	222.7350137
2122	222.7337073
2123	222.7302107
2124	222.7184
2125	222.7183893
2126	222.7182866
2127	222.718244
2128	222.7001311
2129	222.696728
2130	222.6932897
2131	222.69324
2132	222.6932016
2133	222.6930718
2134	222.693047
2135	222.691389
2136	222.6891832
2137	222.686928
2138	222.686888
2139	222.6838006
2140	222.6766525
2141	222.6536777
2142	222.6503426
2143	222.6503143
2144	222.6453089
2145	222.6412934
2146	222.632425
2147	222.6323736
2148	222.6151682
2149	222.6126278
2150	222.6126003
2151	222.6125678
2152	222.5745915
2153	222.5739384
2154	222.5687734
2155	222.5615575
2156	222.561544
2157	222.556439
2158	222.5564271
2159	222.5538971
2160	222.5491731
2161	222.5471212
2162	222.5465986
2163	222.5270486
2164	222.5255337
2165	222.5223671
2166	222.5001303
2167	222.5001145
2168	222.4977012
2169	222.4873476
2170	222.4873105
2171	222.4856124
2172	222.4855103
2173	222.4854843
2174	222.4742509
2175	222.4697372
2176	222.4630741
2177	222.4468861
2178	222.4464279
2179	222.4462628
2180	222.4365304
2181	222.4365029
2182	222.4354759
2183	222.4336698
2184	222.4336525
2185	222.4303465
2186	222.4301877
2187	222.428156
2188	222.4279339
2189	222.4262524
2190	222.4261325
2191	222.4259167
2192	222.4241175
2193	222.421321
2194	222.4213084
2195	222.4181307
2196	222.4175559
2197	222.4175039
2198	222.4139557
2199	222.4139294
2200	222.4121296
2201	222.409216
2202	222.4082302
2203	222.408207
2204	222.4058234
2205	222.3822545
2206	222.3766348
2207	222.3762879
2208	222.3757843
2209	222.3756821
2210	222.3661735
2211	222.3661277
2212	222.3584112
2213	222.3467984
2214	222.3467317
2215	222.3467148
2216	222.3466576
2217	222.3443987
2218	222.3443833
2219	222.3211418
2220	222.3210145
2221	222.3210021
2222	222.3209777
2223	222.3201357
2224	222.3045933
2225	222.3045607
2226	222.3045524
2227	222.3016209
2228	222.3015849
2229	222.3013223
2230	222.2895733
